,6255146,Africa
,6255147,Asia
,6255148,Europe
,6255149,North America
,6255150,South America
,6255151,Oceania
,6255152,Antarctica
,6295630,Earth
BE,2783081,Zwijndrecht
BE,2783082,Zwijndrecht
BE,2783089,Zwevegem
BE,2783090,Zwevegem
BE,2783143,Zutendaal
BE,2783144,Zutendaal
BE,2783151,Zulte
BE,2783152,Zulte
BE,2783153,Zuienkerke
BE,2783154,Zuienkerke
BE,2783160,Zuidhoek
BE,2783170,Zoutleeuw
BE,2783171,Zoutleeuw
BE,2783175,Zottegem
BE,2783176,Zottegem
BE,2783184,Zonnebeke
BE,2783185,Zonnebeke
BE,2783188,Zonhoven
BE,2783189,Zonhoven
BE,2783195,Zomergem
BE,2783196,Zomergem
BE,2783204,Zoersel
BE,2783205,Zoersel
BE,2783213,Zittaard
BE,2783215,Zingem
BE,2783216,Zingem
BE,2783274,Zemst
BE,2783275,Zemst
BE,2783278,Zelzate
BE,2783279,Zelzate
BE,2783293,Zele
BE,2783294,Zele
BE,2783307,Zeebrugge
BE,2783308,Zedelgem
BE,2783309,Zedelgem
BE,2783310,Zaventem
BE,2783311,Zaventem
BE,2783347,Zandhoven
BE,2783348,Zandhoven
BE,2783385,Yvoir
BE,2783386,Yvoir
BE,2783416,Wuustwezel
BE,2783417,Wuustwezel
BE,2783462,Wommelgem
BE,2783463,Wommelgem
BE,2783586,Wingene
BE,2783587,Wingene
BE,2783612,Wilsele
BE,2783632,Willebroek
BE,2783633,Willebroek
BE,2783684,Wijnegem
BE,2783685,Wijnegem
BE,2783717,Wielsbeke
BE,2783718,Wielsbeke
BE,2783728,Wichelen
BE,2783729,Wichelen
BE,2783737,Wezembeek-Oppem
BE,2783738,Wezembeek-Oppem
BE,2783755,Weverstraat
BE,2783759,Wevelgem
BE,2783760,Wevelgem
BE,2783763,Wetteren
BE,2783764,Wetteren
BE,2783770,Provincie West-Vlaanderen
BE,2783801,Westerlo
BE,2783802,Westerlo
BE,2783820,Wervik
BE,2783821,Wervik
BE,2783854,Wenduine
BE,2783855,De Haan
BE,2783856,Wemmel
BE,2783857,Wemmel
BE,2783862,Wellin
BE,2783863,Wellin
BE,2783864,Wellen
BE,2783865,Wellen
BE,2783870,Welkenraedt
BE,2783871,Welkenraedt
BE,2783941,Wavre
BE,2783942,Wavre
BE,2783985,Waterloo
BE,2783986,Waterloo
BE,2784003,Wastinelle
BE,2784010,Wasseiges
BE,2784011,Wasseiges
BE,2784065,Arrondissement de Waremme
BE,2784066,Waremme
BE,2784068,Waregem
BE,2784069,Waregem
BE,2784070,Waréchaix
BE,2784092,Wanze
BE,2784093,Wanze
BE,2784102,Wanne
BE,2784103,Trois-Ponts
BE,2784107,Wangenies
BE,2784168,Walhain-Saint-Paul
BE,2784169,Walhain
BE,2784189,Walcourt
BE,2784190,Walcourt
BE,2784199,Waimes
BE,2784200,Waimes
BE,2784211,Waha
BE,2784227,Wachtebeke
BE,2784228,Wachtebeke
BE,2784231,Waasmunster
BE,2784232,Waasmunster
BE,2784234,Waasdonk
BE,2784237,Waarschoot
BE,2784238,Waarschoot
BE,2784311,Vresse-sur-Semois
BE,2784312,Vresse-sur-Semois
BE,2784323,Vrechem
BE,2784349,Vosselaar
BE,2784350,Vosselaar
BE,2784365,Laakdal
BE,2784370,Vorselaar
BE,2784371,Vorselaar
BE,2784373,Voroux-lez-Liers
BE,2784398,Voorheide
BE,2784548,Vise
BE,2784549,Visé
BE,2784554,Arrondissement de Virton
BE,2784555,Virton
BE,2784556,Virton
BE,2784604,Vilvoorde
BE,2784605,Vilvoorde
BE,2784615,Villers-Saint-Siméon
BE,2784626,Les Bons Villers
BE,2784639,Villers-le-Bouillet
BE,2784640,Villers-le-Bouillet
BE,2784641,Villers-la-Ville
BE,2784642,Villers-la-Ville
BE,2784720,Vijfhoek
BE,2784730,Vieux Tauve
BE,2784742,Viesville
BE,2784775,Vielsalm
BE,2784776,Vielsalm
BE,2784803,Arrondissement Veurne
BE,2784804,Veurne
BE,2784805,Veurne
BE,2784820,Arrondissement de Verviers
BE,2784821,Verviers
BE,2784822,Verviers
BE,2784856,Verlaine
BE,2784859,Verlaine
BE,2784870,Vergadering
BE,2784877,Verbrandendijk
BE,2784897,Venitiaanseheide
BE,2784935,Veldkant
BE,2784975,Veeweide
BE,2784994,Vaux-sur-Sure
BE,2784995,Vaux sous Olne
BE,2784999,Vaux-sur-Sûre
BE,2785080,Vache Fontaine
BE,2785110,Uilenhoek
BE,2785140,Arrondissement Turnhout
BE,2785141,Turnhout
BE,2785142,Turnhout
BE,2785169,Tubize
BE,2785170,Tubize
BE,2785189,Trou du Bois
BE,2785194,Trou des Nutons
BE,2785208,Trooz
BE,2785223,Trois-Ponts
BE,2785258,Trieu-de-Wazon
BE,2785274,Triest
BE,2785285,Tribotte
BE,2785293,Tremelo
BE,2785294,Tremelo
BE,2785321,Trahison
BE,2785336,Tournay
BE,2785340,Arrondissement de Tournai
BE,2785341,Tournai
BE,2785342,Tournai
BE,2785364,Torhout
BE,2785365,Torhout
BE,2785383,Tongrenelle
BE,2785388,Arrondissement Tongeren
BE,2785389,Tongeren
BE,2785390,Tongeren
BE,2785422,Tintigny
BE,2785423,Tintigny
BE,2785427,Tinlot
BE,2785444,Tillesse
BE,2785456,Tihange
BE,2785470,Tienen
BE,2785471,Tienen
BE,2785475,Arrondissement Tielt
BE,2785476,Tielt
BE,2785478,Tielt
BE,2785479,Tielt-Winge
BE,2785516,Arrondissement de Thuin
BE,2785517,Thuin
BE,2785518,Thuin
BE,2785543,'t Hoeksken
BE,2785563,Thimister-Clermont
BE,2785593,Theux
BE,2785594,Theux
BE,2785612,Tessenderlo
BE,2785613,Tessenderlo
BE,2785622,Tervuren
BE,2785623,Tervuren
BE,2785654,Ternat
BE,2785656,Ternat
BE,2785662,Termeulen
BE,2785667,Terme
BE,2785670,Terlo
BE,2785745,Tenneville
BE,2785746,Tenneville
BE,2785762,Tenderlo
BE,2785778,Temse
BE,2785779,Temse
BE,2785793,Tellin
BE,2785794,Tellin
BE,2785873,Sur le Try
BE,2785879,Sur le Stockeu
BE,2785908,Cortil
BE,2785930,Stuivenberg
BE,2785989,Stoumont
BE,2785990,Stoumont
BE,2786031,Stockem
BE,2786087,Stekene
BE,2786088,Stekene
BE,2786124,Steenokkerzeel
BE,2786125,Steenokkerzeel
BE,2786180,Steeghoven
BE,2786185,Stavelot
BE,2786186,Stavelot
BE,2786210,Stalle
BE,2786226,Staden
BE,2786227,Staden
BE,2786229,Stabroek
BE,2786230,Stabroek
BE,2786242,Sprimont
BE,2786244,Sprimont
BE,2786259,Spleet
BE,2786264,Spinoy
BE,2786318,Spa
BE,2786319,Spa
BE,2786337,Sous le Bois
BE,2786340,Sourbrodt
BE,2786344,Soumagne
BE,2786345,Soumagne
BE,2786387,Somme-Leuze
BE,2786388,Somme-Leuze
BE,2786390,Sombreffe
BE,2786391,Sombreffe
BE,2786399,Solre-sur-Sambre
BE,2786409,Solhez
BE,2786419,Arrondissement de Soignies
BE,2786420,Soignies
BE,2786421,Soignies
BE,2786426,Tinlot
BE,2786459,Smoorken
BE,2786492,Sluis
BE,2786545,Sint-Truiden
BE,2786546,Sint-Truiden
BE,2786548,Sint-Stevens-Woluwe
BE,2786559,Sint-Pieters-Leeuw
BE,2786560,Sint-Pieters-Leeuw
BE,2786577,Arrondissement Sint-Niklaas
BE,2786578,Sint-Niklaas
BE,2786579,Sint-Niklaas
BE,2786584,Voeren
BE,2786587,Sint-Martens-Lennik
BE,2786588,Lennik
BE,2786591,Sint-Martens-Latem
BE,2786592,Sint-Martens-Latem
BE,2786603,Sint-Maria-Lierde
BE,2786604,Lierde
BE,2786616,Sint-Lievens-Houtem
BE,2786617,Sint-Lievens-Houtem
BE,2786626,Sint-Laureins
BE,2786627,Sint-Laureins
BE,2786641,Sint-Katelijne-Waver
BE,2786642,Sint-Katelijne-Waver
BE,2786661,Sint-Job
BE,2786694,Sint-Gillis-Waas
BE,2786695,Sint-Gillis-Waas
BE,2786697,Sint-Gillis-bij-Dendermonde
BE,2786700,Sint-Genesius-Rode
BE,2786701,Sint-Genesius-Rode
BE,2786746,Sint-Amands
BE,2786747,Sint-Amands
BE,2786769,Silly
BE,2786770,Silly
BE,2786824,Seraing
BE,2786825,Seraing
BE,2786852,Seneffe
BE,2786853,Seneffe
BE,2786963,Schoten
BE,2786964,Schoten
BE,2787025,Schoenstraat
BE,2787048,Schilde
BE,2787049,Schilde
BE,2787061,Scherpenheuvel-Zichem
BE,2787080,Schelle
BE,2787081,Schelle
BE,2787093,Scheiltjenseinde
BE,2787261,Sars-la-Bruyère
BE,2787297,Salinus
BE,2787304,Saiwiat
BE,2787313,Saint-Yvon
BE,2787315,Saint-Vith
BE,2787316,Saint-Vith
BE,2787356,Saint-Nicolas
BE,2787357,Saint-Nicolas
